,model,window_size,runtime,precision,recall,f1-score
0,LogisticCV,1400,21.66690631210804,0.4666666666666667,0.109717868338558,0.17766497461928935
1,RandomForest,1400,37.2961990442127,0.9041666666666667,0.6802507836990596,0.776386404293381
2,KNN,1400,1.2282970640808344,0.8173076923076923,0.799373040752351,0.8082408874801902
3,RidgeCV,1400,1.367291633039713,1.0,0.03761755485893417,0.07250755287009064
4,ExtraTrees,1400,0.9017414804548025,0.9037037037037037,0.7648902821316614,0.8285229202037352
